Loan Amount,Funded Amount,Loan Term,Interest Rate,Loan Grade,Loan SubGrade,Employee Title,Employemen Length,Annual Income,Verification Status,Loan Issued Date,Loan Status,Loan Purpose,Title,Address State,Month since last Delinquency,Outstanding Principal,Total Payment,Total Recvd Principal,Total Recvd Interest,Total Recvd Late fees
15000,15000, 36 months,15.27%,C,C4,Salisbury Behavioral Health INC.,6 years,38000,Verified,11-Dec,Charged Off,credit_card,Payoff my Credit Card Debit in 36 Months,PA,,0,9377.2,6231.02,2630.06,0
22250,22250, 60 months,15.27%,C,C4,City of Excelsior Springs,2 years,47532,Verified,11-Dec,Charged Off,debt_consolidation,Debt Payoff,MO,,0,10061.49,4691.15,4345.37,0
6000,6000, 36 months,11.71%,B,B3,Coldwell Banker Residential Brokerage,1 year,37000,Not Verified,11-Dec,Charged Off,small_business,Small Business Loan,DC,,0,5250.06,3931.16,1019.59,0
8200,8200, 60 months,16.77%,D,D2,California Department of Public Health,10+ years,42000,Source Verified,11-Dec,Charged Off,credit_card,Credit Card Balance Payoff,CA,,0,3035.9,1240.19,1380.22,0
15000,15000, 60 months,15.96%,C,C5,Citi Cards,8 years,37000,Source Verified,11-Dec,Charged Off,credit_card,Fresh Start,FL,,0,9111.5,4845.58,4249.17,0
15700,9875, 60 months,19.42%,E,E3,SparkPeople,< 1 year,60000,Source Verified,11-Dec,Charged Off,debt_consolidation,Credit Card Consolidation,CA,40,0,258.46,98.47,159.52,0
35000,22875, 60 months,19.03%,E,E2,Ernst & Young LLP,4 years,235000,Verified,11-Dec,Charged Off,credit_card,Debt Consolidation,CA,,0,19075.97,6337.11,7318.78,0
12000,8225, 60 months,17.58%,D,D4,ideal housekeeping,10+ years,78000,Not Verified,11-Dec,Charged Off,debt_consolidation,consolidation loan,CA,,0,6353.86,2820.19,2730.3,0
13000,13000, 60 months,19.42%,E,E3,Rexnord Industries,7 years,55000,Not Verified,11-Dec,Charged Off,credit_card,Credit Card Consolidation Loan,VA,,0,7825.52,3576.75,4233.36,0
8000,8000, 36 months,15.27%,C,C4,GREEN CHOICE LIVING,2 years,108000,Not Verified,11-Dec,Charged Off,house,HOME IMPROVEMENT,CA,,0,3403.21,2064.97,988.52,0
1200,1200, 36 months,12.69%,B,B5,san gabriel transit inc,8 years,34000,Not Verified,11-Dec,Charged Off,vacation,christmas,CA,,0,899.22,169.31,71.47,0
5000,5000, 36 months,7.90%,A,A4,Passages Hospice,< 1 year,66000,Source Verified,11-Dec,Charged Off,small_business,Small Business Loan,IL,,0,4067.96,3486.91,576.37,0
35000,35000, 60 months,20.89%,F,F1,Coast Learning Systems,5 years,90000,Source Verified,11-Dec,Charged Off,debt_consolidation,2011 Debt Consolidation,CA,52,0,43184.67,20871.91,19689.1,94.48
13250,13250, 36 months,17.58%,D,D4,dan mcguinness,7 years,35000,Verified,11-Dec,Charged Off,debt_consolidation,payoff,OK,13,0,11325.82,7250.38,3210.62,0
10000,10000, 36 months,11.71%,B,B3,oceanaire seafood room,5 years,29406,Source Verified,11-Dec,Charged Off,debt_consolidation,pay off credit cards.,CA,,0,6945.96,5393.16,1537.05,0
2200,2200, 36 months,9.91%,B,B1,Walmart,8 years,26004,Verified,11-Dec,Charged Off,debt_consolidation,My Loan,PA,,0,262.7,160.16,86.42,14.883
24000,24000, 36 months,12.69%,B,B5,gypsy 05 inc,1 year,120000,Source Verified,11-Dec,Charged Off,credit_card,payoff,CA,,0,28413.79,23024.99,5136.52,80.49258207
10625,10625, 36 months,14.27%,C,C2,valcom/necc,10+ years,26500,Not Verified,11-Dec,Charged Off,debt_consolidation,goal,VT,,0,3413.02,1983.86,928.22,0
7200,7200, 36 months,20.89%,F,F1,Ohio State University,< 1 year,88800,Verified,11-Dec,Charged Off,debt_consolidation,Consol,OH,24,0,6677.98,4068.87,2159.78,0
10400,10400, 60 months,22.35%,F,F5,control air,3 years,72000,Source Verified,11-Dec,Charged Off,debt_consolidation,debt consolidation,CA,,0,3525.35,813.59,1492.09,0
12000,12000, 60 months,13.49%,C,C1,rg steel ,9 years,55000,Not Verified,11-Dec,Charged Off,debt_consolidation,consolidation,OH,,0,1104.24,572.24,528.16,0
17200,17200, 60 months,17.27%,D,D3,NSABP Foundation Inc,9 years,55000,Verified,11-Dec,Charged Off,home_improvement,Debt Consolidation,PA,,0,16270.39,9065.54,7183.97,0
10625,10625, 36 months,11.71%,B,B3,Roswell,< 1 year,30000,Source Verified,11-Dec,Charged Off,credit_card,Card Refinance,NM,70,0,11441.01,9235.98,1988.52,0
16400,16400, 60 months,17.27%,D,D3,MORGAN STANLEY,5 years,61500,Verified,11-Dec,Charged Off,credit_card,CREDIT CARD PAYOFF,NJ,,0,9955,3988.92,4191.28,0
13000,13000, 36 months,9.91%,B,B1,Holy Rosary Church,10+ years,50000,Not Verified,11-Dec,Charged Off,debt_consolidation,Pay it off,NY,,0,14358.94,12158.68,2068.04,0
5000,5000, 60 months,16.77%,D,D2,MTA,4 years,90000,Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation Loan,NY,34,0,6939.4,4511.9,2394.94,14.98341594
30000,18275, 60 months,20.30%,E,E5,Jacksonville Sheriff's Office,10+ years,110000,Verified,11-Dec,Charged Off,small_business,Business Loan,FL,,0,12389.79,4684.97,5747.44,0
12000,12000, 60 months,16.77%,D,D2,Chenega Intergrated Systems,6 years,40000,Source Verified,11-Dec,Charged Off,debt_consolidation,godsent,FL,,0,5018.36,2130.09,2306.61,0
5000,5000, 36 months,14.27%,C,C2,Blue sky therapy,5 years,61400,Not Verified,11-Dec,Charged Off,home_improvement,Improvements,PA,,0,3417.64,2370.47,884.42,0
5000,5000, 36 months,14.27%,C,C2,AC Linen Supply Inc.,10+ years,32000,Not Verified,11-Dec,Charged Off,debt_consolidation,Consolidation,NJ,,0,1715.5,1180.36,531.54,0
8000,8000, 36 months,12.42%,B,B4,Audible Inc.,4 years,35000,Verified,11-Dec,Charged Off,credit_card,Repay Cards,NJ,51,0,7087.12,5218.11,1456.72,14.98362624
16000,10175, 60 months,12.69%,B,B5,Travel Retail Concepts,7 years,50000,Verified,11-Dec,Charged Off,debt_consolidation,Personal Loan,NJ,,0,12207.97,9137.3,3043.37,0
10000,10000, 60 months,18.64%,E,E1,saint antoine residence,5 years,40000,Verified,11-Dec,Charged Off,credit_card,Credit Card Loan,RI,,0,2699.96,634.12,1520.01,0
5350,5350, 36 months,15.27%,C,C4,billy howell ford,6 years,52000,Source Verified,11-Dec,Charged Off,home_improvement,heat and air,GA,,0,1861.7,1246.78,608.82,0
6000,6000, 36 months,7.90%,A,A4,data net,< 1 year,23040,Source Verified,11-Dec,Charged Off,credit_card,pay off ,CA,63,0,3205.66,2490.27,510.69,0
19000,19000, 60 months,16.77%,D,D2,Texas A&M University,3 years,38000,Source Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation Loan,TX,60,0,18534.22,8164.21,6851.03,0
24000,15825, 60 months,21.67%,F,F3,CSC - Computer Science Corporation,1 year,122400,Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation - 1 Payment for Debt,MD,32,0,9393.63,3525.72,5132.88,0
20300,20300, 60 months,14.27%,C,C2,UPS,< 1 year,80000,Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation Loan,NY,,0,20433.6,13018.34,7403.04,0
2300,2300, 36 months,7.51%,A,A3,Red coat tavern,< 1 year,78000,Source Verified,11-Dec,Charged Off,other,Personal,MI,,0,984.33,748.15,145.84,0
18800,18800, 60 months,21.28%,F,F2,El Diario La Prensa ,7 years,75000,Source Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation Loan,NY,,0,5086.32,1516.88,2574.96,0
24575,24575, 60 months,19.03%,E,E2,City of Northport,10+ years,59000,Verified,11-Dec,Charged Off,credit_card,Credit Card repay,AL,,0,25480.07,11473.69,10808.2,0
5000,5000, 36 months,20.89%,F,F1,Avis Rent A Car,5 years,21000,Verified,11-Dec,Charged Off,other,Vacation,WA,,0,5803.64,3936.53,1705.17,0
17475,16175, 60 months,17.27%,D,D3,MTA,10+ years,56000,Verified,11-Dec,Charged Off,other,personal loan,NV,,0,12457.55,5459.21,5477.76,0
34475,34475, 60 months,14.27%,C,C2,Rich Products Corporation,8 years,60000,Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation,GA,,0,21233.89,9008.49,8735.22,0
10050,10050, 60 months,17.27%,D,D3,U.S. Army,10+ years,74143.68,Source Verified,11-Dec,Charged Off,home_improvement,Home Improvement Loan,KS,,0,6445.26,2508.29,2840.52,0
10000,10000, 36 months,15.27%,C,C4,"Integrity Funding, LLC",< 1 year,42000,Source Verified,11-Dec,Charged Off,credit_card,Credit Card payoff,FL,44,0,2390.03,1363.97,718.93,0
35000,23350, 60 months,11.71%,B,B3,HONDA CARS OF CORONA,3 years,90000,Source Verified,11-Dec,Charged Off,small_business,BUSINESS STARTUP,CA,,0,4835.2,2075.61,1533.94,0
18200,18200, 36 months,11.71%,B,B3,McCain Foods,10+ years,42000,Source Verified,11-Dec,Charged Off,debt_consolidation,Get out of Debt,WI,,0,8427.86,6324.99,2091.67,0
17000,17000, 60 months,13.49%,C,C1,industrial paper products,9 years,53000,Not Verified,11-Dec,Charged Off,debt_consolidation,payoff,NC,,0,5084.04,2778.78,2298.63,0
11100,11100, 36 months,15.27%,C,C4,,6 years,45000,Source Verified,11-Dec,Charged Off,debt_consolidation,debt consolidation,NY,,0,5091.96,3145.84,1475.96,0
12000,12000, 60 months,19.42%,E,E3,CH2MHill,2 years,40000,Source Verified,11-Dec,Charged Off,debt_consolidation,CCC colsolidate,CO,,0,14080.86,7120.04,6050.1,0
21000,21000, 60 months,17.27%,D,D3,Seneca gaming corporation,7 years,42000,Verified,11-Dec,Charged Off,debt_consolidation,get out of debt,NY,,0,17572.11,8278.98,7453.72,0
18500,18500, 36 months,7.51%,A,A3,"PCI Strategic Management, Inc.",1 year,112000,Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation Loan,MD,,0,5480.99,3749.41,845.93,28.75536418
8500,8500, 36 months,15.96%,C,C5,,n/a,27050,Source Verified,11-Dec,Charged Off,credit_card,Credit Card Payments,GA,,0,3942.94,2218.92,1357.61,0
9500,9500, 36 months,12.69%,B,B5,Steel Pan Naetworks,5 years,52000,Not Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation Loan,GA,,0,7889.73,5629.47,1679.21,15.90464036
12000,12000, 60 months,18.25%,D,D5,newmark knight frank,5 years,165000,Source Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation Loan,NY,3,0,9988.47,4459.15,4403.71,15.32
5000,5000, 36 months,7.51%,A,A3,,n/a,84855,Verified,11-Dec,Charged Off,other,Other Loan,MD,74,0,3103.1,2492.53,456.55,0
4000,4000, 36 months,18.64%,E,E1,Cemex,10+ years,47000,Source Verified,11-Dec,Charged Off,other,loan 1,NC,72,0,2336.69,1387.62,797.88,0
15000,15000, 36 months,12.69%,B,B5,Defonseca architect,4 years,62000,Not Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation Loan,NY,,0,13126.6,9487.75,2888.57,0
16500,16500, 36 months,17.27%,D,D3,Gwinnett County Public Utilities,10+ years,64000,Verified,11-Dec,Charged Off,credit_card,credit card consolidation,GA,58,0,17109.13,11018.19,4314.55,0
20000,12900, 60 months,13.49%,C,C1,,n/a,100000,Source Verified,11-Dec,Charged Off,home_improvement,Home Improvement Loan,AZ,,0,15655.44,10635.1,4784.72,0
4000,4000, 36 months,15.27%,C,C4,,n/a,25000,Not Verified,11-Dec,Charged Off,debt_consolidation,Pay off bills,TX,,0,1191.87,621.34,376,0
3000,3000, 36 months,11.71%,B,B3,,3 years,55000,Not Verified,11-Dec,Charged Off,credit_card,Credit Consolidation,IL,,0,2232.38,1558.1,475.92,0
3500,3500, 36 months,10.65%,B,B2,IBM,10+ years,175000,Verified,11-Dec,Charged Off,medical,Medical Bills and Urgent Appliance Probs,MI,,0,566.77,335.85,119.67,0
17500,17500, 60 months,10.65%,B,B2,Northern Trust Company,10+ years,45256,Source Verified,11-Dec,Charged Off,debt_consolidation,Final Consolidation,IL,,0,11691.41,6726.93,3464.22,0
35000,21675, 60 months,19.91%,E,E4,,7 years,165000,Verified,11-Dec,Charged Off,other,Other Loan,UT,28,0,5158.62,2053.76,3102.7,0
15000,15000, 36 months,15.27%,C,C4,UCLA,3 years,70000,Source Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation Loan,CA,,0,1855.85,664.53,376.47,0
35000,35000, 60 months,19.42%,E,E3,prairie ridge hospital,3 years,70000,Verified,11-Dec,Charged Off,debt_consolidation,debt relief,MN,53,0,37094.11,17517.39,16360.38,0
12200,10350, 60 months,14.27%,C,C2,look after hair company,8 years,35000,Source Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation Loan,IL,,0,7027,3435.2,2601.55,0
25000,17000, 60 months,16.77%,D,D2,Bonded Collection Corporation,10+ years,81000,Verified,11-Dec,Charged Off,credit_card,Bailout 2012,IL,,0,14097.34,6696.67,5915.33,0
7175,7175, 36 months,7.90%,A,A4,Antimony Green Inc.,4 years,60000,Not Verified,11-Dec,Charged Off,small_business,Small Business Loan,AZ,,0,3620.06,2782.12,581.78,0
17000,17000, 60 months,20.89%,F,F1,REHAB STAFFING,5 years,84000,Source Verified,11-Dec,Charged Off,home_improvement,HOME REMODEL,TX,,0,1954.17,496.37,877.6,0
16000,16000, 36 months,14.65%,C,C3,Zone Striping,7 years,70000,Source Verified,11-Dec,Charged Off,debt_consolidation,Hopeful Loan,NJ,,0,9274.81,5731.93,2952.24,0
10000,10000, 60 months,15.96%,C,C5,Abaris Behavioral Health,1 year,56496,Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation Loan,MI,50,0,4859.4,2484,2374.86,0
8000,8000, 36 months,6.62%,A,A2,Madison Hosppital,10+ years,42240,Not Verified,11-Dec,Charged Off,credit_card,came here for lower interest rate ,FL,,0,6140.75,5378.64,754.36,0
30000,30000, 60 months,18.64%,E,E1,Kennedy School,10+ years,120000,Source Verified,11-Dec,Charged Off,credit_card,Credit Card Loan,CA,56,0,24439.43,9986.78,11637.34,0
15000,15000, 36 months,12.42%,B,B4,florida carriers,1 year,90000,Not Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation Loan,FL,,0,13198.91,5180.49,1835.08,0
8400,8400, 36 months,7.51%,A,A3,US Army,10+ years,72000,Source Verified,11-Dec,Charged Off,debt_consolidation,Debts paid,AK,6,0,1055.96,628.48,153.35,0
22750,22750, 60 months,20.30%,E,E5,Bascom Palmer Eye Institute,< 1 year,47840,Verified,11-Dec,Charged Off,debt_consolidation,My debt consolidation,FL,,0,15201.76,5527.65,7194.78,0
5000,5000, 60 months,14.27%,C,C2,Jacks pizza and wings,< 1 year,17000,Source Verified,11-Dec,Charged Off,major_purchase,Major purchase,GA,,0,1423.06,605.5,560.7,0
14000,14000, 60 months,13.49%,C,C1,TRUE VALUE COMPANY,10+ years,35000,Source Verified,11-Dec,Charged Off,debt_consolidation,CREDIT CARD PAYOFF,WI,,0,12560.73,7994.65,4547.36,0
1400,1400, 36 months,8.90%,A,A5,,n/a,30108,Not Verified,11-Dec,Charged Off,debt_consolidation,get rid of some bills,MI,,0,983.31,729.45,156.95,0
2400,2400, 36 months,10.65%,B,B2,direct sign wholesale,8 years,43080,Not Verified,11-Dec,Charged Off,debt_consolidation,payoff,CO,,0,1034.97,713.72,221,0
5000,5000, 36 months,6.62%,A,A2,Home Bank,3 years,32500,Not Verified,11-Dec,Charged Off,other,Emergency Expense,LA,,0,921.12,764.42,154.66,0
2400,2400, 36 months,9.91%,B,B1,West Deptford Middle School,10+ years,72000,Source Verified,11-Dec,Charged Off,wedding,Wedding,NJ,,0,309.36,232.64,76.32,0
10000,10000, 36 months,17.58%,D,D4,Eden prairie Montessorie learning center,10+ years,30000,Verified,11-Dec,Charged Off,credit_card,Loan for credit card Refinance,MN,,0,2516.01,1554.04,956.16,0
10000,10000, 36 months,13.49%,C,C1,C&S Whole Sale Grociers,< 1 year,26400,Source Verified,11-Dec,Charged Off,debt_consolidation,The Last Stand,MA,70,0,2530.35,1397.52,634.44,0
22800,22800, 60 months,17.27%,D,D3,USPS,8 years,68000,Verified,11-Dec,Charged Off,credit_card,Credit Card,FL,,0,18006.29,7198.55,7049.56,0
3000,3000, 36 months,11.71%,B,B3,Miyako Hybrid Hotel,1 year,18000,Verified,11-Dec,Charged Off,small_business,Small Business Enthusiast,CA,45,0,838.98,487.63,189.72,14.95011589
4200,4200, 36 months,6.62%,A,A2,MEDISYS,10+ years,35000,Not Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation,NY,,0,3299.33,2702.55,387.69,0
7000,7000, 60 months,22.06%,F,F4,Medline Industries,5 years,50000,Source Verified,11-Dec,Charged Off,credit_card,Personal Loan,IL,,0,6090.59,2345.53,3066.65,0
3600,3600, 60 months,18.25%,D,D5,"CCI Careers, Inc",1 year,32000,Verified,11-Dec,Charged Off,debt_consolidation,All in One,CO,,0,3287.82,1392.13,1350.35,0
14000,14000, 60 months,13.49%,C,C1,Fondulac District Library,10+ years,27840,Verified,11-Dec,Charged Off,small_business,Small Business,IL,79,0,5601.73,2522.21,2418.67,0
5325,5325, 36 months,12.42%,B,B4,,n/a,22000,Source Verified,11-Dec,Charged Off,credit_card,Credit Card Loan,CA,80,0,4626.44,3636.02,981.58,0
14000,14000, 36 months,10.65%,B,B2,Trade Winds Beach Resort,2 years,35000,Not Verified,11-Dec,Charged Off,debt_consolidation,debt consolidation,FL,,0,6036.92,4174.14,1288.5,0
20000,20000, 36 months,17.27%,D,D3,California Heating & Sheetmetal,10+ years,50000,Source Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation Loan,CA,17,0,26149.35,19675.8,6146.68,14.97821929
16000,16000, 36 months,14.65%,C,C3,"Wallingford Pediatfics, PLLC",4 years,50000,Source Verified,11-Dec,Charged Off,credit_card,Credit Cards Paid,WA,,0,4967.19,3367.95,1595.55,0
12000,12000, 60 months,18.25%,D,D5,TE Connectivity,10+ years,100000,Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation,CA,,0,15756.73,9149.91,6134.59,0
17000,17000, 60 months,17.58%,D,D4,Broward County Schools,3 years,75600,Source Verified,11-Dec,Charged Off,credit_card,Credit Card debt,FL,54,0,19883.14,10589.61,7778.83,0
4200,4200, 60 months,11.71%,B,B3,MEBA,10+ years,99996,Not Verified,11-Dec,Charged Off,major_purchase,Repairs,AL,73,0,3455.78,2074.12,1075.52,0
19000,19000, 60 months,17.58%,D,D4,Webtrends,1 year,49200,Verified,11-Dec,Charged Off,debt_consolidation,Credit card consolidation,OR,,0,18594.87,9365.96,7812.08,0
4000,4000, 60 months,18.64%,E,E1,B&N Construction,6 years,48000,Source Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation,MN,,0,1235.76,532.21,698.75,0
10000,10000, 36 months,13.49%,C,C1,ILLINOIS SEC OF STATE,5 years,60000,Not Verified,11-Dec,Charged Off,credit_card,REFI,IL,,0,6446.89,4766.08,1667.13,0
5000,5000, 36 months,12.69%,B,B5,Benihana,6 years,30000,Not Verified,11-Dec,Charged Off,debt_consolidation,Loan for all debt consolidation,FL,,0,1092.42,585.26,251.54,0
2800,2800, 36 months,7.51%,A,A3,Hopkins Federal Savings Bank,3 years,27000,Not Verified,11-Dec,Charged Off,other,Christmas,MD,,0,1045.44,862.23,180.45,0
4000,4000, 36 months,6.03%,A,A1,Relax The Back,2 years,54000,Not Verified,11-Dec,Charged Off,debt_consolidation,Debt Free in 3 months,CA,9,0,3644.78,3163.54,365.65,0
12000,12000, 60 months,19.91%,E,E4,WIPRO,9 years,95000,Verified,11-Dec,Charged Off,credit_card,Get Better,VA,,0,13953.29,6859.77,6139.32,0
4000,4000, 36 months,12.69%,B,B5,IAC,6 years,42000,Not Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation Loan,OH,18,0,3891.22,3091.94,789.92,0
6000,6000, 36 months,13.49%,C,C1,,1 year,32000,Verified,11-Dec,Charged Off,debt_consolidation,Debt loan,NJ,9,0,4057.62,2854.22,1003.39,0
2575,2575, 36 months,15.96%,C,C5,Hallmark Insurance,< 1 year,44420,Verified,11-Dec,Charged Off,debt_consolidation,Credit Card Loan,TX,,0,1105.31,659.04,332.72,0
8000,8000, 36 months,9.91%,B,B1,,n/a,60000,Source Verified,11-Dec,Charged Off,home_improvement,HOME REPAIR AND IMPROVEMENTS,CA,,0,4397.05,3257.79,857.57,0
6000,6000, 36 months,15.96%,C,C5,San Quentin State Prison,10+ years,39168,Not Verified,11-Dec,Charged Off,debt_consolidation,Debt Consolidation Loan,CA,36,0,2590.47,1532.7,783.52,14.97652137
14000,14000, 60 months,17.27%,D,D3,showtime consessions supply,1 year,52000,Not Verified,11-Dec,Charged Off,car,"Used car,debt consolidation loan",NC,,0,15399.79,8209.42,6121.56,0
20000,20000, 60 months,14.27%,C,C2,Greenwood Enterprises,4 years,45000,Not Verified,11-Dec,Charged Off,debt_consolidation,GoodLuck2011,NJ,,0,6221.5,2471.52,2671.53,70.12308852
15000,15000, 60 months,15.27%,C,C4,Benzie County Sheriff Office,7 years,77000,Not Verified,11-Dec,Charged Off,debt_consolidation,Freedom,MI,,0,16600.16,9811.07,5944.27,0
25000,25000, 60 months,21.28%,F,F2,SOUTHERN WINE & SPIRITS,10+ years,76000,Verified,11-Dec,Charged Off,credit_card,CREDIT CARD PAYOFF,NY,,0,8163.36,3137.29,5024.87,0
7200,7200, 36 months,11.71%,B,B3,springfield restaurant group,< 1 year,50000,Not Verified,11-Dec,Charged Off,debt_consolidation,pay off one main ,PA,63,0,2239.28,1387.04,514.24,0
5000,5000, 36 months,14.27%,C,C2,American Search Partners/ The Wellington,2 years,42000,Verified,11-Dec,Charged Off,debt_consolidation,Debt consolidation loan,TX,,0,5135.57,3841.27,1116.26,0
5500,5500, 36 months,7.51%,A,A3,Bates Industries,2 years,36500,Not Verified,11-Dec,Charged Off,debt_consolidation,debt consolidation,NY,,0,1620.86,1114.76,250.44,0
6000,6000, 60 months,11.71%,B,B3,Adams & Wilson Development,3 years,39996,Not Verified,11-Dec,Charged Off,debt_consolidation,Emergency,SC,,0,2520.72,1358.51,889.91,0
15600,15600, 60 months,14.27%,C,C2,HP Hood,10+ years,100000,Not Verified,11-Dec,Charged Off,credit_card,Consolidation,OH,41,0,18013.51,11528.6,5981.58,0
6000,6000, 36 months,12.69%,B,B5,Impax lab.,2 years,45000,Not Verified,11-Dec,Charged Off,other,personal expenses,CA,,0,1503.8,847.91,358.03,0
30000,30000, 60 months,20.30%,E,E5,Tampa Bay Storm,< 1 year,525000,Verified,11-Dec,Charged Off,other,Consolidation,FL,64,0,5784.99,1828.29,2966.49,0
15000,15000, 60 months,13.49%,C,C1,Aerotek Professional Services,1 year,31000,Verified,11-Dec,Charged Off,credit_card,refi,WA,,0,8449.63,3922.42,2961.18,0
